objectid,parentid,title,display_location,date,active_years,biographical_notes,subject,visual_description,size,artists,printers,publishers,institutions,associated_techniques,intaglio_specific,lithography_specific,relief_specific,screenprint_specific,other_techniques,website,source,submitter,credit,display_template,filetype,filename,object_location,image_small,image_thumb
10153,,Mark Attwood,"Mpumalanga, South Africa",,1989–present,"Tamarind Institute master printer, Tamarind Institute senior printer fellow January–December 1990, Tamarind Institute printer training participant August–December 1989",Letter,Initial M; Initial A; graphic,unknown,Joyce Kozloff; Garo Z. Antreasian; David Hare; Paul Sarkisian; Frederick Hammersley; James Butler; Ulfert Wilke; Leonard Lehrer; Cheryl Bowers; Pierre Clerk; George Bunker; Celso Rojas,Jacky Tsila,The Artists’ Press; Tamarind Institute,,,,,,,,https://www.artprintsa.com/Mark-Attwood.html,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,image,.png,10153.png,/objects/10153.png,/objects/10153.png,/objects/10153.png
10154,,Joy Purmal Baker,"Albuquerque, New Mexico, USA",,1976–1989,"Tamarind Institute master printer, Tamarind Institute printer fellow January 1976-June 1977",,graphic; ring; curved; lines;,unknown,Andrew Dasburg; Robert B. Montoya (Soe Khuwa Pin); Sandia Pueblo/ Ohkay Owingeh (San Juan Pueblo),John Sommors; Fritz Scholder,Tamarind Institute,Albuquerque Museum; National Museum of American Indian,,,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,image,.png,10154.png,/objects/10154.png,/objects/10154.png,/objects/10154.png
10155,,Lynn Baker,,,circa 1973–1977,"Tamarind Institute master printer, Tamarind Institute master printer 1975–1977, Tamarind Institute printer fellow January 1973–December 1974",Image,graphic; double lines; curved shape; animal; walrus,unknown,Fritz Scholder; Richard Haas; Martyl; R.C Gorman; Nicholas Krushenick; Frederick Hammersley; Martyl,Robert Blanchard; Marlys Dietrick,Tamarind Institute,Smithsonian Art Museum; The Cleveland Museum of Art; National Gallery of Art,Lithography,,Color Lithography (Chromolithograph),,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,multiple,.jpg,10155.jpg,/objects/10155.jpg,/objects/10155.jpg,/objects/10155.jpg
10155-00,10155,Lynn Baker,,,circa 1973–1978,"Tamarind Institute master printer, Tamarind Institute master printer 1975–1977, Tamarind Institute printer fellow January 1973–December 1975",Image,graphic; double lines; curved shape; animal; walrus,unknown,Fritz Scholder; Richard Haas; Martyl; R.C Gorman; Nicholas Krushenick; Frederick Hammersley; Martyl,Robert Blanchard; Marlys Dietrick,Tamarind Institute,Smithsonian Art Museum; The Cleveland Museum of Art; National Gallery of Art,Lithography,,Color Lithography (Chromolithograph),,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,image,.png,10155-00.png,/objects/10155-00.png,/objects/10155-00.png,/objects/10155-00.png
10155-01,10155,Lynn Baker,,,circa 1973–1979,"Tamarind Institute master printer, Tamarind Institute master printer 1975–1977, Tamarind Institute printer fellow January 1973–December 1976",Image,graphic; double lines; curved shape; animal; walrus,unknown,Fritz Scholder; Richard Haas; Martyl; R.C Gorman; Nicholas Krushenick; Frederick Hammersley; Martyl,Robert Blanchard; Marlys Dietrick,Tamarind Institute,Smithsonian Art Museum; The Cleveland Museum of Art; National Gallery of Art,Lithography,,Color Lithography (Chromolithograph),,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,image,.jpg,10155-01.jpg,/objects/10155-01.jpg,/objects/10155-01.jpg,/objects/10155-01.jpg
10156,,Karen Beckwith,"Cleveland, Ohio, USA",,1987–present,"Tamarind Institute master printer, Tamarind Institute senior printer fellow June 1997–May 1998, Tamarind Institute printer training participant August 1996–May 1997",Image; Shape,bear; abstracted; morphed,unknown,Clinton Adams; Beth Campbell; Tony Fitzpatrick; Betty Hahn; Roberto Juarez; Sandra Ramos; Doug Sanderson,,K2 Art Studio; Tamarind Institute; Ping Pong Press,rchives of the Western Reserve; Columbia College; Southern Graphics Council; Tamarind Institute of Lithography; Institute Chileno Norteamericano; The Fine Arts School in Bangalore; India; The BF Goodrich Corporation; The Cleveland Museum of Art; The Progressive Art Collection,,,,,,,https://www.karendbeckwith.com/biography-printmaker-karen-beckwith-cleveland-ohio,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,image,.png,10156.png,/objects/10156.png,/objects/10156.png,/objects/10156.png
10157,,Melissa Katzman Braggins,"Rhinebeck, New York, USA",,1981–present,"Tamarind Institute master printer, Tamarind Institute senior printer fellow May 1981–May 1982, Tamarind Institute printer training participant August 1980–May 1981",Shape,cubes; stacked; illusion,unknown,Ted Braggins; Margie Hughto; Frank Howell; Emmi Whitehorse; Nanette Carter; Ellen Lanyon; Jutta Strienz; Mark Frank; Don Osborn; Shingo Franics; Dan Ziembo; Phyllis Bramson; Margie Allegretti; Vincent Arcilesi; Laura Battle; Diane Bywaters; John Hejduk; Michael Kessler,Ted Braggins,Tamarind Institute; Pondside Press Graphics Workshop & Gallery; Southwest Graphics; Master Editions,The Block Museum of Art,,,,,,,https://www.pondsidepress.com/melissa-katzman-braggins,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,image,.png,10157.png,/objects/10157.png,/objects/10157.png,/objects/10157.png
10158,,Glenn Brill,"California, USA",,1974–present,"Tamarind Institute master printer, Tamarind Institute staff printer 1976–1977, Tamarind Institute printer fellow August 1974–June 1976",Image,animal; face;,unknown,,Ben Q. Adams; Frances Thiel; John Sommers; Ed Hamilton; Harry Westlund; Lynn Baker,Tamarind Institute,Archives of American Art; Brooklyn Museum; San Jose Museum; Phoenix Art Museum; Stanford University; University of Iowa Museum; University of New Mexico; Hammer Museum Gruenwald Collection; The Tamarind Collection,,,,,,,https://www.glennbrill.com/paintings/landscape,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,image,.png,10158.png,/objects/10158.png,/objects/10158.png,/objects/10158.png
10159,,Stephen (Steve) Britko,"Santa Fe, New Mexico, USA",,circa 1973–1997,"Tamarind Institute master printer, Tamarind Institute master printer / studio manager 1977–1980, Tamarind Institute staff printer 1976, Tamarind Institute printer fellow November 1973–April 1975",Letter,Russian Letter B; colon,unknown,Fritz Scholder; David Bradley; Paul Pletka; John Fincher; Richard Tuttle; Susan Rothenburg; Luis Jimenez; Rudy Fernandez; Andrew Dasburg Luis Tapia; Tom Palmore; James Havard; Harry Fonseca; Carmen Lomas Garza; Charles R. Rushton,Ben Q. Adams; Frances Thiel; John Sommers; Glenn Brill; Ed Hamilton; Harry Westlund; Lynn Baker,Britko Arts; Tamarind Institute; Naravisa Press; Normal Editions,New Mexico Museum of Art; National Gallery of Art; Albuquerque Museum,,,,,,,https://britkoarts.com/,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,image,.png,10159.png,/objects/10159.png,/objects/10159.png,/objects/10159.png
10160,,Marcia Brown,,,circa 1982–2000,"Tamarind Institute master printer, Tamarind Institute staff printer June 1984–March 1985, Tamarind Institute senior printer fellow May 1983–May 1984, Tamarind Institute printer training participant August 1982–May 1983",Shape,house; square; triangle,unknown,Garo Z. Antreasian; Fritz Scholder; Pat Steir; John Yau; Liset Castillo; Joan Brown,Lynne D. Allen; Jill Lerner; Robert Hanning; Hank Hine; Tom Pruitt; Yoon Mi Nam; Erika Greenburg-Schneider; Brian Mullen; Chris Ballantyne; Jennifer Meiko; Deli Sacilotto,Graphicstudio; Tamarind Institute;,New Mexico Museum of Art; National Gallery of Art,,,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,image,.png,10160.png,/objects/10160.png,/objects/10160.png,/objects/10160.png
10161,,Alexa Burns,,,circa 1998,"Tamarind Institute master printer, Tamarind Institute senior printer fellow June 1999–May 2000, Tamarind Institute printer training participant August 1998–May 1999",Shape,circle(s); lines; symbol; geometric,unknown,Xqaiqa Qomatcaa; Squeak Carnwath; Tony Evanko; Richard Serra; Susan Davidoff,Bill Lagattuta; Luther Davis; Clemens Buentig; Sarah Dudley; Lee; Jong Won,Tamarind Institute; Noblet Serigraphie,The Davis Museum at Wellesley College; National Gallery of Art,,,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,image,.png,10161.png,/objects/10161.png,/objects/10161.png,/objects/10161.png
10162,,Catherine Chauvin,"Denver, Colorado, USA",,1996–present,"Tamarind Institute master printer, Tamarind Institute senior printer fellow June 1997–May 1998, Tamarind Institute printer training participant August 1996–May 1997",Shape,swirl; line; symbol,unknown,Fawn Atencio; Juane Quick to See Smith,,Anderson Ranch Arts Center; Tamarind Institute,Hilliard Art Museum; Kochi International Triennial Exhibition of Prints Ino-cho Paper Museum. Amity Art Foundation; The Print Study Collection of the University of Alberta; Artist Printmaker/Photographer Research Collection (AP/RC) Ð Repository of artists from the West Texas Tech University,Intaglio,,,,,,https://catherine-chauvin.squarespace.com/,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,image,.png,10162.png,/objects/10162.png,/objects/10162.png,/objects/10162.png
10163,,Paul Clinton,,,circa 1969–1970,"Tamarind Institute master printer, Tamarind Institute printer fellow February 1969–March 1970",Image,hand; line,unknown,Jan Stussy; Otto Piene; Paul Harris; Masuo Ikeda; Sam Francis; Gregory Masurovsky; Emerson Woelffer; Matsumi Kanemitsu; John Levee; Salvador Bru; Arthur Secunda; Burhan Doğançay; William Pettet; Ynez Johnston; Richard Diebenkorn,Ron Olds; Timothy Huchthausen; Timothy Isham; Ron Adams; Daniel Freeman,Tamarind Institute; Gemini G.E.L,Amon Carter Museum of American Art; National Gallery of Art; Modern Museum of Art,,,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,image,.png,10163.png,/objects/10163.png,/objects/10163.png,/objects/10163.png
10164,,Christopher Cordes,,,1971–1997,"Tamarind Institute master printer, Tamarind Institute printer fellow June 1971–August 1973",Image,pawprint; paw; circle; splatters; line,unknown,Joyce Kozloff; Garo Z. Antreasian; David Hare; Paul Sarkisian; James Butler; Ulfert Wilke; Leonard Lehrer; Cheryl Bowers; Pierre Clerk; Walter Askin; Celso Rojas; Janet Lippincott; R. C. Gorman; Paul Sarkisian; Jacqueline Gourevitch; Jurgen Strunck; Albert Christ-Janer; Samia Halaby; Gerald C. Johnson; David Smyth; Frederick Hammersley; Forrest Moses; Judy Chicago; Robert Ellis; Arthur Secunda; Harry Nadler; May Stevens,Don Kinner; John Maggio; John Butke; Lloyd Baggs; Karen Beckwith; Amy Goodman,Tamarind Institute,National Gallery of Art; Modern and Contemporary Art Collection,,,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,multiple,.png,10164.png,/objects/10164.png,/objects/10164.png,/objects/10164.png
10164-00,10164,,,,,,,,,,,,,,,,,,,,,,,image,.png,10164-00.png,/objects/10164-00.png,/objects/10164-00.png,/objects/10164-00.png
10164-01,10164,,,,,,,,,,,,,,,,,,,,,,,image,.jpg,10164-01.jpg,/objects/10164-01.jpg,/objects/10164-01.jpg,/objects/10164-01.jpg
10165,,Craig Cornwall,"Parkland, Washington, USA",,1986–present,"Tamarind Institute master printer, Tamarind Institute senior printer fellow January–December 1987, Tamarind Institute printer training participant September–December 1986",Shape,Ribs; bone; circle; symmetry,unknown,Robert Kushner; Joseph Almyda; Billy Al Bengston,,Tamarind Institute,,,,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,image,.png,10165.png,/objects/10165.png,/objects/10165.png,/objects/10165.png
10166,,Russell James Craig,"Brisbane, Australia",,circa 1970–present,"Tamarind Institute master printer, Tamarind Institute senior printer fellow August 1984–August 1985, Tamarind Institute printer training participant June–July 1984",Image,horse; person; sword,unknown,Reg Loving; Garo Antreasian,,Tamarind Institute,Queensland Art Gallery; Darwin Museums and Art Galleries board- permanent collections; Australian Embassy art Collection; Vietnam; Central Academy of Fine Arts art collection; Griffith University art collection; Brisbane Civic Art Gallery and Museum collection; Blanton Museum of Art; New Mexico Museum of Art,,,,,,,https://www.russellcraig.com.au/,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,image,.png,10166.png,/objects/10166.png,/objects/10166.png,/objects/10166.png
10167,,Paul Croft,"Aberystwyth, Wales",,1985– present,"Tamarind Institute master printer, Tamarind Institute senior printer fellow June 1995–May 1996, Tamarind Institute printer training participant August 1994–May 1995",Shape,square; line(s); swirl,unknown,Mary Lloyd Jones; Ian Phillips; Shani Rhys James; Richard Noyce; Maria Hayes; Pete Williams; Eleri Mills; David Tress; Marcelle Hanselaar; Wuon Gean Ho; Jin Baoping,,Tamarind Institute,,,,,,,,https://www.paulcroft.org/about.html,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,image,.png,10167.png,/objects/10167.png,/objects/10167.png,/objects/10167.png
10168,,Ernest de Soto,"Tucson, Arizona, USA",,1942–1993,"Tamarind Institute master printer, Tamarind Institute printer fellow March 1965–December 1966",Letter,initials E; D; S; curved,unknown,Jose Clemente Orozco; David Folkman; Edmundo Aquino; Alejandro Colunga; Jerry Concha; Jose Fors; David Gallegos; Bryon Galvez; Rupert Garcia; Luis Granda; Luis Jiminez; Gustavo Rivera; Francisco Zuniga; George Sugarman; George Earl Ortman; Robert Hansen; Matsumi Kanemitsu; Leon Golub; Herbert Bayer; Gego; Allen Jones; Ruth Asawa; Rufino Tamayo; Gunther Gerzso; Francisco Toledo; Leonara Carrington,José Luis Cuevas,Tamarind Institute; de Soto Workshop; Edition's Press; Collector’s Press Lithography Workshop,Amon Carter Museum of American Art,,,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,image,.png,10168.png,/objects/10168.png,/objects/10168.png,/objects/10168.png
10169,,Marlys Dietrick,"San Antonio, Texas, USA",,1976–1977,"Tamarind Institute master printer, Tamarind Institute printer fellow January 1976–August 1977",Image,Palm Tree,unknown,Elaine de Kooning; Andrew Dasburg; Clinton Adams; Emerson Woelffer,John Sommers; Glenn Brill,Tamarind Institute,Albuquerque Museum,,,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,image,.png,10169.png,/objects/10169.png,/objects/10169.png,/objects/10169.png
10170,,David Folkman,"Houston, Texas, USA",,circa 1967–1992,"Tamarind Institute master printer, Tamarind Institute printer fellow February 1967–July 1968",Letter,Initials D; F; cursive,unknown,Adja Yunkers; Maurice L. Sanchez; Eleanore Mikus; Lousie Nevelson; Hedda Sterne; Lucas Johnson; Norman Zammitt; Charles Schorre; John Alexander; Philip Renteria; Bob Camblin;,Maurice Sanchez; Clifford Smith,Tamarind Institute; Collector’s Press,Amon Carter Museum of American Art; Blanton Museum of Art; Norton Simon Museum; The Museum of Fine Arts; Houston; Art Institute Chicago,,,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,image,.png,10170.png,/objects/10170.png,/objects/10170.png,/objects/10170.png
10008,,Collector's Press,"San Francisco, California, USA",,1967–1975,,Letter,Uppercase C and lowercase p,unknown,Ruth Asawa; Frank Lobdell; Joseph Albers; Robert Cremean; Walasse Ting; William Turnbull; George Sugarman; Peter Phillips; George Earl Ortman; James Strombotne; Andre Bloc; Herbert Bayer; Leon Golub; Rufino Tamayo; Allen Jones; Rita Letendre; Gi˜ Pomodoro; Matsumi Kanemitsu; Jose Luis Cuevas; Richard Howard Hunt; Nicholas Krushenick; Gego; Ynez Johnston; Richard Hunt,Ernest de Soto,Tamarind Institute,Museum of Fine Arts Houston; New Mexico Museum of Art,,,Stone Lithography; Color Lithography (Chromolithograph),,,,,https://tamarind.unm.edu/timeline/ernest-de-soto-founds-collectors-press-in-san-francisco-followed-by-de-soto-workshop/,Theresa Engelbrecht,Information about this mark is based on the listed source(s) with additional research by Theresa Engelbrecht,image,.jpg,10008.jpg,/objects/10008.jpg,/objects/10008.jpg,/objects/10008.jpg
10171,,Verlag der Dichtung,"Potsdam, Germany",,circa 1921,,Letter; Shape,hexagon; V; D,unknown,Wilhelm Lehmbruck; Ludwig Meiner; Erich Heckel; Lyonel Feininger; Franz Marc,,Verlag Gustav Kiepenheuer,Museum of Modern Art,Intaglio; Lithography; Relief,Etching,Stone Lithography,Woodcut,,,,https://www.moma.org/s/ge/collection_ge/artist/artist_id-34747_role-3_thumbs.html,Theresa Engelbrecht,Information about this mark is based on the listed source(s) with additional research by Theresa Engelbrecht,image,.jpg,10171.jpg,/objects/10171.jpg,/objects/10171.jpg,/objects/10171.jpg
10172,,Eileen Foti,"Wayne, New Jersey, USA",,1987–present,,Image,eye; oval; square,unknown,Roger Shimomura; James Lavadour; Miriam Schapiro; Pepon Osorio; Keita Souleymane; Sue Williamson,,Tamarind Institute; Brodsky Center For Innovative Editions,Universiti Sains Malaysia; Museum of Fine Art; Moussem Assilah; The Yinchuan Art Museum; Silpakorn University; Thailand: The Museum of Fine Arts; The Huntington Museum; The Jersey City; Hunterdon Museums; Spencer Museum of Art; Pennsylvania Academy of the Fine Arts,Lithography,,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,image,.png,10172.png,/objects/10172.png,/objects/10172.png,/objects/10172.png
10173,,Todd Frye,"Springville, Utah, USA",,circa 1973–1993,,Letter; Shape,cursive; circle; dot,unknown,Penni Anne Cross,,Tamarind Institute; Koda Lithographic,,Lithography,,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,image,.png,10173.png,/objects/10173.png,/objects/10173.png,/objects/10173.png
10174,,Randy Gibbs,"Phoenix, Arizona, USA",,circa 1981–1983,"Apprentice, Arizona State University (unknown date), Tamarind Institute senior print fellow May–June 1983",Image,arch; line; curve,unknown,,,Tamarind Institute,,Lithography,,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,image,.png,10174.png,/objects/10174.png,/objects/10174.png,/objects/10174.png
10175,,Amy Goodman,,,circa 1995–1997,"Tamarind Institute printer training participant August 1995–May 1996, Tamarind Institute senior printer fellow June 1996–May 1997",Shape,loops; circles; rectangle,unknown,Joy Laville; Akira Kurosaki; Valerie Arber,,Tamarind Institute,,Lithography,,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,image,.png,10175.png,/objects/10175.png,/objects/10175.png,/objects/10175.png
10176,,Erica Guttenschwager,"Volos, Greece",,1985–present,"Tamarind Institute printer training participant August–December 1990, Tamarind Institute senior printer fellow January– December 1991",Shape,swirl; triangle; circle; abstract,unknown,Ed Ruscha; Clinton Adams; Maria Baca; David Row; Frederick Hammersley; Squeak Carnwath; Peter Manchester; Edward Henderson,Sarah Amos,Tamarind Institute,National Gallery of Art; Fine Arts Museum of San Francisco ; UNM Art Museum,Lithography,,Stone Lithography; Color Lithography / Chromolithograph,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,image,.png,10176.png,/objects/10176.png,/objects/10176.png,/objects/10176.png
10177,,Brian Haberman,"Cheyenne, Wyoming, USA",,circa 1984–1991,"Tamarind Institute printer training participant June–July 1984 , Tamarind Institute senior printer fellow August 1984–August 1985",Image,target; cross; lines; circle,unknown,Margo Humphrey,,Tamarind Institute,,Lithography,,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,image,.png,10177.png,/objects/10177.png,/objects/10177.png,/objects/10177.png
10178,,William Haberman,Sweden,,circa 1980–1987,"Tamarind Institute printer training participant August 1980–May 1981, Tamarind Institute senior printer fellow May 1981–May 1982",Shape,circle; triangle,unknown,Steven Sorman,,Tamarind Institute,,Intaglio,Etching,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,image,.png,10178.png,/objects/10178.png,/objects/10178.png,/objects/10178.png
10179,,Russell Hamilton,"Santa Fe, New Mexico, USA",,circa 1976–2014,Tamarind Institute printer fellow August 1976–May 1978,Image,Frog; animal,unknown,Andrew Dasburg; Gussie Du Jardin; Ulfert Wilke; James McGarrell,John Sommers,Tamarind Institute,Albuquerque Museum,Lithography,,,,,Monotype,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,image,.png,10179.png,/objects/10179.png,/objects/10179.png,/objects/10179.png
10180,,Rodney Hamon,"New Mexico, USA",,1986–2015,"Tamarind Institute printer training participant September–December 1986, Tamarind Institute senior printer fellow January–December 1987, Tamarind Institute education director 1999–2015",Letter; Shape,Initials R; H; circles; lines; block,unknown,Frank Ettenburg; Charles Mattox; Tiago Gualberto; Jim Dine; Billy Al Bengston; David Hare; Joe Almyda; Rita Deanin Abbey; Dimitri Spiridonovich; Joy Laville; Dan Fuller; Margo Humphrey; Zlatan Filipovic,Bill Lagattuta; Craig Cornwall; Lynn Allen,Tamarind Institute,Albuquerque Museum; UNM Art Museum,Lithography,,Stone Lithography; Color Lithography / Chromolithograph,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,image,.png,10180.png,/objects/10180.png,/objects/10180.png,/objects/10180.png
10181,,Heather Hoover,"Charlotte, North Carolina, USA",,1987–present,"Printer Training Program, August–December 1987 
Senior Printer Fellow, January 1988–December 1988",Image; Shape,leaf; circle; plant; oval,unknown,Dean Dass; Dan Fuller; Louisa Chase,,Tamarind Institute,,Lithography,,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,image,.png,10181.png,/objects/10181.png,/objects/10181.png,/objects/10181.png
10182,,John Hutcheson,"New York, New York, USA",,1965–2003,Printer fellow July 1972–September 1973,Image,wolf; circle; animal,unknown,Frank Stella; Hellen Frankenthaler; Roy Lichtenstein; Robert Motherwell; James Rosenquist; David Hockney,Kenneth Tyler,Tamarind Institute; Tyler Graphics; Singapore Tyler Print Institute; Petersburg Press,National Gallery of Australia; National Gallery of Art,Lithography,,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,image,.png,10182.png,/objects/10182.png,/objects/10182.png,/objects/10182.png
10183,,American Atelier,"New York, New York, USA",,circa 1975,,Shape,square; triangle; rhombus,unknown,Knox Martin; Will Barnet; Francisco Zuniga; Sandro Chia; Karl Schrag; Karel Appel; Peter Grimes; Rufino Tamayo; George Tooker; Tom Wesselman; Fairfield Porter; Neil Welliver,,,,Lithography; Screenprint,,,,,,,"Corlett, Mary Lee. The prints of Roy Lichtenstein: A catalogue raisonné, 1948-1997. New York, WA, D.C.: Hudson Hills Press : in association with the National Gallery of Art, 2002.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,image,.png,10183.png,/objects/10183.png,/objects/10183.png,/objects/10183.png
10184,,Edition Domberger Columbus,"Filderstad, Germany",,1992,"Portfolio “Columbus: In Search of a New Tomorrow""",Word; Image,Edition Domberger Columbus; plant; leaf,unknown,Elvira Bach; Joseph Beuys (autorisierter Nachdruck); Max Bill; Sandro Chia; Eduardo Chillida; Joe Cocker; Christo Hanne Darboven; Bryan Ferry; Peter Arthur Hutchinson; Ilja Kabakov; Robert Glenn Ketchum; Ira Kaingang; Roy Lichtenstein; Robert Longo; Robert Mangold; Bernard Matemera; Joe Nalo; Haralampi G. Oroschakoff; Claus-Otto Paeffgen; Nam June Paik; Mimmo Paladino; Werner Pawlok; Suzan Pitt; Sigmar Polke; Jean Remmlinger; Andrej Rojter; Kenny Scharf; J.Raphael Soto; Antonio Tapies; Jan Peter Tripp; Tomi Ungerer; Peter Ustinov; Mario Vargas Llosa; Raymond E. Waydelich; Enoch zu Guttenberg,Michael Domberger,Edition Domberger,,Screenprint,,,,,Collotype,https://www.domberger.de/en/edition/portfolios/columbus.html,"Corlett, Mary Lee. The prints of Roy Lichtenstein: A catalogue raisonné, 1948-1997. New York, WA, D.C.: Hudson Hills Press : in association with the National Gallery of Art, 2002.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,image,.png,10184.png,/objects/10184.png,/objects/10184.png,/objects/10184.png
10185,,Richard Feigen Graphics,"New York, New York, USA",,1957–2021,,Letter,Initials R; F; circle,unknown,James Rosenquist; Claes Oldenburg; Roy Lichtenstein; Richard Smith; Francis Bacon; Joseph Cornell,,Richard Feigen Gallery; Richard L. Feigen & Co.,Spencer Museum of Art; Ruth and Elmer Wellin Museum of Art Hamilton College; Kimbell Art Museum,Lithography,,,,,,,"Corlett, Mary Lee. The prints of Roy Lichtenstein: A catalogue raisonné, 1948-1997. New York, WA, D.C.: Hudson Hills Press : in association with the National Gallery of Art, 2002.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,image,.png,10185.png,/objects/10185.png,/objects/10185.png,/objects/10185.png
